1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
2787, forest, terralith:snowy_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2788, icy, minecraft:snowy_plains, MONSTER, minecraft:spider, 80, 4, 4
2789, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie, 80, 4, 4
2790, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2791, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
2792, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 80, 4, 4
2793, icy, minecraft:snowy_plains, MONSTER, minecraft:witch, 5, 1, 1
2794, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 80, 4, 4
2795, icy, minecraft:snowy_plains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2796, icy, minecraft:snowy_plains, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2797, icy, minecraft:snowy_plains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2798, icy, minecraft:snowy_plains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2799, icy, minecraft:snowy_plains, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2800, icy, minecraft:snowy_plains, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
2801, icy, minecraft:snowy_plains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2802, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
2803, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 5, 1, 2
2804, icy, minecraft:snowy_plains, CREATURE, naturalist:bluejay, 8, 1, 4
2805, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 10, 8, 8
2806, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2807, forest, terralith:snowy_shield, MONSTER, minecraft:spider, 80, 4, 4
2808, forest, terralith:snowy_shield, MONSTER, minecraft:zombie, 80, 4, 4
2809, forest, terralith:snowy_shield, MONSTER, minecraft:zombie_villager, 5, 1, 1
2810, forest, terralith:snowy_shield, MONSTER, minecraft:skeleton, 80, 4, 4
2811, forest, terralith:snowy_shield, MONSTER, minecraft:slime, 80, 4, 4
2812, forest, terralith:snowy_shield, MONSTER, minecraft:witch, 5, 1, 1
2813, forest, terralith:snowy_shield, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2814, forest, terralith:snowy_shield, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2815, forest, terralith:snowy_shield, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2816, forest, terralith:snowy_shield, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2817, forest, terralith:snowy_shield, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2818, forest, terralith:snowy_shield, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
2819, forest, terralith:snowy_shield, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2820, forest, terralith:snowy_shield, CREATURE, minecraft:sheep, 12, 4, 4
2821, forest, terralith:snowy_shield, CREATURE, minecraft:chicken, 10, 4, 4
2822, forest, terralith:snowy_shield, CREATURE, minecraft:cow, 8, 4, 4
2823, forest, terralith:snowy_shield, CREATURE, minecraft:wolf, 8, 4, 4
2824, forest, terralith:snowy_shield, CREATURE, minecraft:rabbit, 5, 2, 3
2825, forest, terralith:snowy_shield, CREATURE, minecraft:fox, 8, 1, 2
2826, forest, terralith:snowy_shield, CREATURE, naturalist:bear, 8, 1, 2
2827, forest, terralith:snowy_shield, CREATURE, naturalist:bluejay, 8, 1, 4
2828, forest, terralith:snowy_shield, CREATURE, naturalist:boar, 15, 4, 4
2829, forest, terralith:snowy_shield, CREATURE, naturalist:butterfly, 20, 3, 5
2830, forest, terralith:snowy_shield, CREATURE, naturalist:canary, 8, 1, 4
2831, forest, terralith:snowy_shield, CREATURE, naturalist:cardinal, 8, 1, 4
2832, forest, terralith:snowy_shield, CREATURE, naturalist:deer, 8, 1, 3
2833, forest, terralith:snowy_shield, CREATURE, naturalist:finch, 8, 1, 4
2834, forest, terralith:snowy_shield, CREATURE, minecraft:fox, 6, 2, 4
2835, forest, terralith:snowy_shield, CREATURE, naturalist:lizard, 15, 1, 2
2836, forest, terralith:snowy_shield, CREATURE, minecraft:rabbit, 6, 2, 3
2837, forest, terralith:snowy_shield, CREATURE, naturalist:robin, 8, 1, 4
2838, forest, terralith:snowy_shield, CREATURE, naturalist:snail, 5, 1, 3
2839, forest, terralith:snowy_shield, CREATURE, naturalist:snake, 5, 1, 1
2840, forest, terralith:snowy_shield, AMBIENT, minecraft:bat, 10, 8, 8
2841, forest, terralith:snowy_shield, AMBIENT, naturalist:firefly, 80, 2, 3
2842, forest, terralith:snowy_shield, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2843, icy, minecraft:snowy_slopes, MONSTER, minecraft:spider, 80, 4, 4
2844, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie, 80, 4, 4
2845, icy, minecraft:snowy_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
2846, icy, minecraft:snowy_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
2847, icy, minecraft:snowy_slopes, MONSTER, minecraft:slime, 80, 4, 4
2848, icy, minecraft:snowy_slopes, MONSTER, minecraft:witch, 5, 1, 1
2849, icy, minecraft:snowy_slopes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2850, icy, minecraft:snowy_slopes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2851, icy, minecraft:snowy_slopes, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2852, icy, minecraft:snowy_slopes, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2853, icy, minecraft:snowy_slopes, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2854, icy, minecraft:snowy_slopes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2855, icy, minecraft:snowy_slopes, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
2856, icy, minecraft:snowy_slopes, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2857, icy, minecraft:snowy_slopes, CREATURE, minecraft:rabbit, 5, 2, 3
2858, icy, minecraft:snowy_slopes, CREATURE, minecraft:goat, 5, 1, 3
2859, icy, minecraft:snowy_slopes, CREATURE, naturalist:bluejay, 8, 1, 4
2860, icy, minecraft:snowy_slopes, CREATURE, naturalist:canary, 8, 1, 4
2861, icy, minecraft:snowy_slopes, CREATURE, naturalist:robin, 8, 1, 4
2862, icy, minecraft:snowy_slopes, CREATURE, naturalist:snail, 5, 1, 3
2863, icy, minecraft:snowy_slopes, AMBIENT, minecraft:bat, 10, 8, 8
2864, icy, minecraft:snowy_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2865, icy, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
2866, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
2867, icy, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
2868, icy, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2869, icy, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
2870, icy, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
2871, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2872, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2873, icy, minecraft:snowy_taiga, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2874, icy, minecraft:snowy_taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2875, icy, minecraft:snowy_taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2876, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
2877, icy, minecraft:snowy_taiga, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
2878, icy, minecraft:snowy_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
2879, icy, minecraft:snowy_taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2880, icy, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
2881, icy, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
2882, icy, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
2883, icy, minecraft:snowy_taiga, CREATURE, minecraft:cow, 8, 4, 4
2884, icy, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 5, 4, 4
2885, icy, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
2886, icy, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 1, 2
2887, icy, minecraft:snowy_taiga, CREATURE, naturalist:bear, 8, 1, 2
2888, icy, minecraft:snowy_taiga, CREATURE, naturalist:bluejay, 8, 1, 4
2889, icy, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
2890, icy, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2891, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
2892, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
2893, nether, minecraft:soul_sand_valley, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
2894, nether, minecraft:soul_sand_valley, MONSTER, endermanoverhaul:soulsand_valley_enderman, 5, 1, 2
2895, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 5, 1, 4
2896, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
2897, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
2898, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
2899, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
2900, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
2901, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
2902, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 10, 1, 4
2903, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
2904, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
2905, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2906, jungle, minecraft:sparse_jungle, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2907, jungle, minecraft:sparse_jungle, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2908, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
2909, jungle, minecraft:sparse_jungle, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2910, jungle, minecraft:sparse_jungle, CREATURE, minecraft:sheep, 12, 4, 4
2911, jungle, minecraft:sparse_jungle, CREATURE, minecraft:pig, 10, 4, 4
2912, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2913, jungle, minecraft:sparse_jungle, CREATURE, minecraft:cow, 8, 4, 4
2914, jungle, minecraft:sparse_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2915, jungle, minecraft:sparse_jungle, CREATURE, naturalist:coral_snake, 5, 1, 1
2916, jungle, minecraft:sparse_jungle, CREATURE, naturalist:hippo, 15, 3, 4
2917, jungle, minecraft:sparse_jungle, CREATURE, naturalist:lizard, 15, 1, 2
2918, jungle, minecraft:sparse_jungle, CREATURE, naturalist:tortoise, 6, 1, 3
2919, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2920, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2921, plains, terralith:steppe, MONSTER, minecraft:spider, 80, 4, 4
2922, plains, terralith:steppe, MONSTER, minecraft:zombie, 80, 4, 4
2923, plains, terralith:steppe, MONSTER, minecraft:zombie_villager, 5, 1, 1
2924, plains, terralith:steppe, MONSTER, minecraft:skeleton, 80, 4, 4
2925, plains, terralith:steppe, MONSTER, minecraft:creeper, 80, 4, 4
2926, plains, terralith:steppe, MONSTER, minecraft:slime, 80, 4, 4
2927, plains, terralith:steppe, MONSTER, minecraft:enderman, 10, 1, 4
2928, plains, terralith:steppe, MONSTER, minecraft:witch, 5, 1, 1
2929, plains, terralith:steppe, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2930, plains, terralith:steppe, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2931, plains, terralith:steppe, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2932, plains, terralith:steppe, CREATURE, minecraft:sheep, 12, 4, 4
2933, plains, terralith:steppe, CREATURE, minecraft:pig, 10, 4, 4
2934, plains, terralith:steppe, CREATURE, minecraft:chicken, 10, 4, 4
2935, plains, terralith:steppe, CREATURE, minecraft:cow, 8, 4, 4
2936, plains, terralith:steppe, CREATURE, minecraft:horse, 5, 1, 3
2937, plains, terralith:steppe, CREATURE, minecraft:donkey, 5, 1, 3
2938, plains, terralith:steppe, CREATURE, naturalist:bluejay, 8, 1, 4
2939, plains, terralith:steppe, CREATURE, naturalist:canary, 8, 1, 4
2940, plains, terralith:steppe, CREATURE, naturalist:snail, 5, 1, 3
2941, plains, terralith:steppe, AMBIENT, minecraft:bat, 10, 8, 8
2942, plains, terralith:steppe, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2943, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:spider, 80, 4, 4
2944, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie, 80, 4, 4
2945, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
2946, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
2947, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:slime, 80, 4, 4
2948, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:enderman, 10, 1, 4
2949, extreme_hills, minecraft:stony_peaks, MONSTER, minecraft:witch, 5, 1, 1
2950, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2951, extreme_hills, minecraft:stony_peaks, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2952, extreme_hills, minecraft:stony_peaks, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
2953, extreme_hills, minecraft:stony_peaks, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2954, extreme_hills, minecraft:stony_peaks, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2955, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:canary, 8, 1, 4
2956, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:robin, 8, 1, 4
2957, extreme_hills, minecraft:stony_peaks, CREATURE, naturalist:snail, 5, 1, 3
2958, extreme_hills, minecraft:stony_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2959, extreme_hills, minecraft:stony_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2960, private, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
2961, private, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
2962, private, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 5, 1, 1
2963, private, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
2964, private, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
2965, private, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
2966, private, minecraft:stony_shore, MONSTER, minecraft:enderman, 10, 1, 4
2967, private, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
2968, private, minecraft:stony_shore, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2969, private, minecraft:stony_shore, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2970, private, minecraft:stony_shore, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2971, private, minecraft:stony_shore, CREATURE, naturalist:coral_snake, 5, 1, 1
2972, private, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
2973, private, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2974, private, terralith:stony_spires, MONSTER, minecraft:spider, 80, 4, 4
2975, private, terralith:stony_spires, MONSTER, minecraft:zombie, 80, 4, 4
2976, private, terralith:stony_spires, MONSTER, minecraft:zombie_villager, 5, 1, 1
2977, private, terralith:stony_spires, MONSTER, minecraft:skeleton, 80, 4, 4
2978, private, terralith:stony_spires, MONSTER, minecraft:creeper, 80, 4, 4
2979, private, terralith:stony_spires, MONSTER, minecraft:slime, 80, 4, 4
2980, private, terralith:stony_spires, MONSTER, minecraft:enderman, 10, 1, 4
2981, private, terralith:stony_spires, MONSTER, minecraft:witch, 5, 1, 1
2982, private, terralith:stony_spires, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2983, private, terralith:stony_spires, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2984, private, terralith:stony_spires, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2985, private, terralith:stony_spires, CREATURE, minecraft:goat, 5, 1, 3
2986, private, terralith:stony_spires, CREATURE, minecraft:sheep, 12, 2, 4
2987, private, terralith:stony_spires, CREATURE, minecraft:wolf, 5, 1, 2
2988, private, terralith:stony_spires, AMBIENT, minecraft:bat, 10, 8, 8
2989, private, terralith:stony_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2990, private, minecraft:sunflower_plains, MONSTER, minecraft:spider, 80, 4, 4
2991, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie, 80, 4, 4
2992, private, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2993, private, minecraft:sunflower_plains, MONSTER, minecraft:skeleton, 80, 4, 4
2994, private, minecraft:sunflower_plains, MONSTER, minecraft:creeper, 80, 4, 4
2995, private, minecraft:sunflower_plains, MONSTER, minecraft:slime, 80, 4, 4
2996, private, minecraft:sunflower_plains, MONSTER, minecraft:witch, 5, 1, 1
2997, private, minecraft:sunflower_plains, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2998, private, minecraft:sunflower_plains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2999, private, minecraft:sunflower_plains, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
3000, private, minecraft:sunflower_plains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3001, private, minecraft:sunflower_plains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3002, private, minecraft:sunflower_plains, CREATURE, minecraft:sheep, 12, 4, 4
3003, private, minecraft:sunflower_plains, CREATURE, minecraft:pig, 10, 4, 4
3004, private, minecraft:sunflower_plains, CREATURE, minecraft:chicken, 10, 4, 4
3005, private, minecraft:sunflower_plains, CREATURE, minecraft:cow, 8, 4, 4
3006, private, minecraft:sunflower_plains, CREATURE, minecraft:horse, 5, 1, 3
3007, private, minecraft:sunflower_plains, CREATURE, minecraft:donkey, 5, 1, 3
3008, private, minecraft:sunflower_plains, CREATURE, naturalist:butterfly, 20, 3, 5
3009, private, minecraft:sunflower_plains, CREATURE, naturalist:robin, 8, 1, 4
3010, private, minecraft:sunflower_plains, CREATURE, naturalist:snail, 5, 1, 3
3011, private, minecraft:sunflower_plains, CREATURE, naturalist:snake, 5, 1, 1
3012, private, minecraft:sunflower_plains, CREATURE, naturalist:sparrow, 8, 1, 4
3013, private, minecraft:sunflower_plains, AMBIENT, minecraft:bat, 10, 8, 8
3014, private, minecraft:sunflower_plains, AMBIENT, naturalist:firefly, 80, 2, 3
3015, private, minecraft:sunflower_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3016, swamp, minecraft:swamp, MONSTER, minecraft:spider, 80, 4, 4
3017, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 80, 4, 4
3018, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
3019, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 80, 4, 4
3020, swamp, minecraft:swamp, MONSTER, minecraft:slime, 80, 4, 4
3021, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
3022, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
3023, swamp, minecraft:swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3024, swamp, minecraft:swamp, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
3025, swamp, minecraft:swamp, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3026, swamp, minecraft:swamp, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3027, swamp, minecraft:swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
3028, swamp, minecraft:swamp, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
3029, swamp, minecraft:swamp, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3030, swamp, minecraft:swamp, CREATURE, minecraft:frog, 10, 1, 2
3031, swamp, minecraft:swamp, CREATURE, naturalist:alligator, 15, 1, 2
3032, swamp, minecraft:swamp, CREATURE, naturalist:butterfly, 20, 3, 5
3033, swamp, minecraft:swamp, CREATURE, naturalist:cardinal, 8, 1, 4
3034, swamp, minecraft:swamp, CREATURE, naturalist:dragonfly, 8, 2, 3
3035, swamp, minecraft:swamp, CREATURE, naturalist:duck, 15, 1, 3
3036, swamp, minecraft:swamp, CREATURE, naturalist:lizard, 15, 1, 2
3037, swamp, minecraft:swamp, CREATURE, naturalist:snail, 5, 1, 3
3038, swamp, minecraft:swamp, CREATURE, naturalist:snake, 5, 1, 1
3039, swamp, minecraft:swamp, CREATURE, naturalist:tortoise, 6, 1, 3
3040, swamp, minecraft:swamp, AMBIENT, minecraft:bat, 10, 8, 8
3041, swamp, minecraft:swamp, AMBIENT, naturalist:firefly, 80, 2, 3
3042, swamp, minecraft:swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3043, swamp, minecraft:swamp, WATER_AMBIENT, naturalist:bass, 8, 4, 4
3044, swamp, minecraft:swamp, WATER_AMBIENT, naturalist:catfish, 5, 1, 1
3045, taiga, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
3046, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
3047, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
3048, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
3049, taiga, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
3050, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 4
3051, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
3052, taiga, minecraft:taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3053, taiga, minecraft:taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3054, taiga, minecraft:taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3055, taiga, minecraft:taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
3056, taiga, minecraft:taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3057, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
3058, taiga, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
3059, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
3060, taiga, minecraft:taiga, CREATURE, minecraft:cow, 8, 4, 4
3061, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 8, 4, 4
3062, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
3063, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 1, 2
3064, taiga, minecraft:taiga, CREATURE, naturalist:bear, 8, 1, 2
3065, taiga, minecraft:taiga, CREATURE, naturalist:bluejay, 8, 1, 4
3066, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
3067, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3068, forest, terralith:temperate_highlands, MONSTER, minecraft:spider, 80, 4, 4
3069, forest, terralith:temperate_highlands, MONSTER, minecraft:zombie, 80, 4, 4
3070, forest, terralith:temperate_highlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
3071, forest, terralith:temperate_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
3072, forest, terralith:temperate_highlands, MONSTER, minecraft:creeper, 80, 4, 4
3073, forest, terralith:temperate_highlands, MONSTER, minecraft:slime, 80, 4, 4
3074, forest, terralith:temperate_highlands, MONSTER, minecraft:enderman, 10, 1, 4
3075, forest, terralith:temperate_highlands, MONSTER, minecraft:witch, 5, 1, 1
3076, forest, terralith:temperate_highlands, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
3077, forest, terralith:temperate_highlands, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
3078, forest, terralith:temperate_highlands, MONSTER, majruszsdifficulty:tank, 5, 1, 1
3079, forest, terralith:temperate_highlands, CREATURE, minecraft:sheep, 12, 4, 4
3080, forest, terralith:temperate_highlands, CREATURE, minecraft:chicken, 10, 4, 4
3081, forest, terralith:temperate_highlands, CREATURE, minecraft:cow, 8, 4, 4
3082, forest, terralith:temperate_highlands, CREATURE, minecraft:horse, 5, 1, 3
3083, forest, terralith:temperate_highlands, CREATURE, minecraft:donkey, 5, 1, 3
3084, forest, terralith:temperate_highlands, CREATURE, minecraft:wolf, 5, 4, 4
3085, forest, terralith:temperate_highlands, CREATURE, naturalist:bear, 8, 1, 2
3086, forest, terralith:temperate_highlands, CREATURE, naturalist:bluejay, 8, 1, 4
3087, forest, terralith:temperate_highlands, CREATURE, naturalist:boar, 15, 4, 4
3088, forest, terralith:temperate_highlands, CREATURE, naturalist:butterfly, 20, 3, 5
3089, forest, terralith:temperate_highlands, CREATURE, naturalist:canary, 8, 1, 4
3090, forest, terralith:temperate_highlands, CREATURE, naturalist:cardinal, 8, 1, 4
3091, forest, terralith:temperate_highlands, CREATURE, naturalist:deer, 8, 1, 3
3092, forest, terralith:temperate_highlands, CREATURE, naturalist:finch, 8, 1, 4
3093, forest, terralith:temperate_highlands, CREATURE, minecraft:fox, 6, 2, 4
3094, forest, terralith:temperate_highlands, CREATURE, naturalist:lizard, 15, 1, 2
3095, forest, terralith:temperate_highlands, CREATURE, minecraft:rabbit, 6, 2, 3
3096, forest, terralith:temperate_highlands, CREATURE, naturalist:robin, 8, 1, 4
3097, forest, terralith:temperate_highlands, CREATURE, naturalist:snail, 5, 1, 3
3098, forest, terralith:temperate_highlands, CREATURE, naturalist:snake, 5, 1, 1
3099, forest, terralith:temperate_highlands, AMBIENT, minecraft:bat, 10, 8, 8
3100, forest, terralith:temperate_highlands, AMBIENT, naturalist:firefly, 80, 2, 3
3101, forest, terralith:temperate_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3102, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
3103, private, minecraft:the_end, MONSTER, endermanoverhaul:end_enderman, 5, 1, 2
3104, jungle, terralith:tropical_jungle, MONSTER, minecraft:spider, 80, 4, 4
